"IC_1"	"IC_2"	"VC_1"	"VC_2"
119.862239167027	129.809749532212	108.756389239627	113.722714860555
103.664639279591	121.567860673024	88.8532591827014	107.869339830967
206.519398564809	212.228638124092	159.225040455401	174.765054454823
127.151159116373	140.112110606197	107.334737092703	127.101857785326
189.511918683002	216.349582553686	158.514214381939	251.695126272257
570.96539603212	525.420414773238	548.757728712364	627.147324598646
546.668996200966	515.118053699253	516.05972933313	585.337502958737
230.005918401592	232.833360272062	258.029864666565	180.61842948441
188.70203868863	189.563443761325	247.367473564641	250.858929839459
145.778398986924	150.414471680182	171.309083704248	187.308000946796
138.489479037578	191.623915976122	132.21364966386	178.946036618814
462.441476786299	366.764054233868	332.666602380034	571.122163601167
684.348595244172	669.653469809029	341.907341335035	532.65712769245
671.390515334224	630.504497727885	491.891642835435	753.412985951174
148.20803897004	152.474943894979	140.743562545399	105.360750532573
127.151159116373	160.716832754167	227.464343507716	140.481000710097
274.549318092041	304.949887789958	250.921603931949	207.376715333952
234.865198367823	214.289110338889	186.947257320404	187.308000946796
95.5658393358726	90.6607774510685	116.575476047704	133.791429247711
205.709518570438	206.047221479701	235.283430315793	263.401876331432
174.124198789937	183.382027116934	176.995692291941	215.738679661934
282.648118035759	317.31272107874	521.746337920822	294.341144344965
400.890597214042	401.792081885417	447.820426280815	364.581644700013
104.474519273962	107.144555169445	140.032736471937	112.886518427756
145.778398986924	168.958721613355	127.94869322309	113.722714860555
138.489479037578	181.321554902137	241.680864976948	164.730697261244
605.790235790108	618.141664439103	815.317506260468	843.722200693379
693.257275182262	700.560553030984	978.807503156639	1024.34063017779
112.57331921768	162.777304968964	154.960084014631	90.3092147422051
668.150995356736	624.323081083494	477.675121366203	477.46816312777
128.770919105116	173.079666042949	207.56121345079	197.342358140374
91.5164393640136	94.7817218806625	110.888867460011	128.774250650922
105.284399268334	113.325971813836	90.9857374030862	148.006768605281
85.0373994090392	100.963138525054	124.394562855782	105.360750532573
102.044879290847	123.628332887821	163.489996896171	123.757072054133
702.165955120352	820.06794148921	621.97281427891	740.033843026403
445.433996904491	428.578220677778	390.243514330424	572.794556466764
152.257438941899	160.716832754167	154.24925794117	132.955232814913
238.914598339682	249.317137990438	227.464343507716	220.755858258724
614.698915728198	599.59741450593	390.243514330424	600.389038749104
533.710916291017	486.271442692095	506.818990378129	546.036270617221
286.697518007618	284.345165641988	372.472862493884	240.82457264588
119.862239167027	162.777304968964	230.307647801562	142.153393575693
278.5987180639	265.800915708814	277.93299472349	387.995144818363
221.097238463502	201.926277050107	257.319038593103	286.815376449781
123.911639138886	119.507388458227	157.092562235016	116.231304158949
109.333799240193	117.44691624343	142.165214692322	120.41228632294
165.215518851848	148.353999465385	108.756389239627	91.9816076078015
393.601677264696	284.345165641988	336.220732747342	439.003127219053
383.073237337862	370.884998663462	376.737818934654	373.779805460793
