"IC_1"	"IC_2"	"VC_1"	"VC_2"
183.190964750574	185.473470777727	113.653509076525	174.430085889365
170.619035797103	156.23627341375	83.8608416486983	106.596163599057
193.068908928301	149.84063649038	216.272696883485	186.274104067038
403.199721436312	403.838788589928	502.061617765233	495.295305611778
574.716752158663	528.096877386829	363.029169768707	351.013629629217
135.597233712435	180.905158689606	152.273633520005	190.58101976801
137.39322356293	101.416528356294	166.61825117044	170.123170188393
84.4115229733036	60.3017195632019	102.61918780696	117.363452851487
106.861396104501	67.6110189041961	54.0681742208713	127.054013178674
299.930305032802	386.479202655067	240.548203676529	299.330641217553
455.283427100691	479.672769252742	345.374255737402	359.627461031161
519.041066793293	474.190794746997	589.232755794802	526.520444443825
158.94510176888	154.408948578502	94.8951629182639	185.197375141795
142.781193114418	204.660381547837	84.9642737756549	137.821302431104
125.719289534708	142.531337149386	222.893289645225	205.655224721412
108.657385954997	98.6755411034213	132.411855234787	165.816254487421
205.640837881772	229.329266823692	279.168328120009	311.174659395226
204.742842956524	206.487706383085	328.822773833054	343.476527152516
74.5335787955766	89.5389169271786	135.722151615657	138.898031356347
139.189213413426	105.071178026791	63.9990633634803	90.4452297204117
122.127309833716	94.1072290152999	107.032916314786	153.972236309748
378.055863529371	433.075985953905	686.334782966979	655.727915472985
437.323528595733	520.787578045834	892.676590707855	747.249874118639
137.39322356293	71.2656685746932	121.377533965221	101.212518972842
559.450838429449	603.930858049643	449.096875671319	355.320545330189
660.026270057215	731.843596517041	419.304208243492	562.052498976844
430.139569193749	501.600667275725	476.682678845233	417.770822994283
116.739340282228	169.02754726049	101.515755680003	114.133266075758
230.784695788713	334.400444850483	194.204054344354	175.506814814608
452.589442324947	677.023851459585	451.303739925232	355.320545330189
351.116015771933	449.521909471141	572.681273890453	401.619889115638
218.212766835242	176.336846601484	179.859436693919	250.877839581618
292.746345630819	234.811241329438	327.719341706097	293.946996591338
179.598985049582	119.68977670878	208.548671994789	212.11559827287
96.9834519267744	126.085413632149	108.136348441743	116.286723926244
167.925051021359	105.071178026791	140.135880123483	100.135790047599
329.564137565983	370.946941555454	407.16645484697	337.016153601058
329.564137565983	437.644298042026	290.202649389575	372.548208134077
712.109975721594	823.209838279468	850.746169883506	882.917718699257
1058.73601686729	1204.20706642879	1384.80731933048	1345.91115655375
144.577182964914	113.29413978541	180.962868820875	215.345785048599
333.156117266975	231.156591658941	287.995785135661	412.387178368068
403.199721436312	371.860603973078	348.684552118272	257.338213133076
261.316523247142	199.178407042091	260.409981961747	137.821302431104
264.010508022886	101.416528356294	78.3436810139156	92.5986875708977
675.292183786429	1087.25827697288	854.056466264375	737.559313791452
111.351370730741	88.6252545095543	187.583461582615	176.583543739851
114.045355506485	112.380477367785	236.134475168703	170.123170188393
153.557132217393	153.495286160878	264.823710469574	277.796062712693
513.653097241805	686.160475635828	584.819027286975	558.822312201115
288.256371004579	251.257164846675	383.994380180882	367.164563507862
706.722006170106	669.714552118591	664.266140427847	425.307925470984
428.343579343254	343.537069026726	523.026828177408	496.372034537021
534.306980522507	660.577927942348	367.442898276534	401.619889115638
193.068908928301	159.890923084247	124.687830346091	177.660272665094
230.784695788713	236.638566164686	348.684552118272	291.793538740852
92.4934773005348	116.948789455907	78.3436810139156	116.286723926244
365.4839345759	350.84636836772	243.858500057399	344.553256077759
601.656599916101	595.707896291025	348.684552118272	333.785966825329
231.682690713961	206.487706383085	272.54773535827	189.504290842767
348.42203099619	486.068406176112	386.201244434795	267.028773460263
477.733300231889	476.018119582245	443.579715036536	310.097930469983
492.101219035855	449.521909471141	278.064895993052	377.931852760292
271.194467424869	169.941209678114	198.61778285218	205.655224721412
430.139569193749	349.932705950096	270.340871104356	316.558304021441
208.334822657515	404.752451007552	229.513882406964	172.276628038879
204.742842956524	162.63191033712	219.582993264355	213.192327198113
338.544086818463	334.400444850483	400.54586208523	265.95204453502
201.150863255532	193.696432536345	249.375660692182	193.811206543739
336.748096967967	303.335922651258	524.130260304365	352.09035855446
368.177919351644	433.989648371529	307.857563420879	367.164563507862
396.015762034329	479.672769252742	226.203586026094	230.419990002001
926.730762855844	900.871143777531	498.751321384364	532.980817995283
398.709746810073	400.184138919431	523.026828177408	610.505300612779
101.473426553014	58.4743947279534	123.584398219134	128.130742103917
1287.7247228055	1567.84470864325	1189.49983285917	992.744069074043
1237.43700699162	1472.82381721033	1187.29296860526	961.518930241996
179.598985049582	133.394712973144	199.721214979137	401.619889115638
324.176168014496	465.967832988378	428.131665259144	345.629985003002
60.16565999161	93.1935665976757	121.377533965221	130.284199954403
238.866650115944	252.170827264299	171.031979678266	195.964664394225
881.831016593449	1093.65391389625	1264.53321749221	837.695103839051
626.800457823042	588.398596950031	748.126982076546	525.443715518582
636.678402000769	802.19560267411	653.231819158282	501.755679163236
681.578148263165	810.418564432728	749.230414203502	543.748107247713
606.14657454234	565.557036509424	462.338061194797	430.691570097199
181.394974900078	148.013311655132	176.549140313049	212.11559827287
155.353122067889	74.006655827566	176.549140313049	166.892983412664
677.088173636925	656.923278271851	908.124640485246	760.170621221556
308.910254285281	350.84636836772	467.85522182958	506.062594864208
194.864898778797	277.753374957778	260.409981961747	185.197375141795
766.887666161716	878.029583336925	825.367230963505	655.727915472985
607.044569467588	680.678501130082	695.162239982631	628.80969234191
188.578934302061	231.156591658941	262.616846215661	159.355880935963
116.739340282228	96.8482162681727	47.447581459132	65.6804644398228
214.620787134251	176.336846601484	217.376129010442	260.568399908805
218.212766835242	125.171751214525	353.098280626098	356.397274255432
153.557132217393	103.243853191543	231.720746660877	128.130742103917
105.065406254006	126.085413632149	179.859436693919	93.6754164961407
177.802995199086	152.581623743253	403.8561584661	397.312973414666
461.569391577426	465.054170570754	463.441493321754	434.998485798171
142.781193114418	175.42318418386	90.4814344104377	200.271580095197
566.634797831432	608.499170137765	420.407640370448	402.696618040881
448.099467698708	522.614902881083	422.614504624361	434.998485798171
660.924264982463	615.808469478759	411.580183354796	427.46138332147
342.136066519454	285.062674298773	451.303739925232	375.778394909806
509.163122615566	563.729711674175	511.992506907842	412.387178368068
170.619035797103	127.912738467398	422.614504624361	284.256436264151
158.047106843632	121.517101544028	95.9985950452205	117.363452851487
158.047106843632	121.517101544028	95.9985950452205	117.363452851487
144.577182964914	100.50286593867	235.031043041747	152.895507384505
149.067157591153	114.207802203034	203.031511360007	156.125694160234
1135.96358043861	1216.0846778579	884.952565819159	832.311459212836
1037.18413866134	1321.1558558847	818.746638201765	691.259970006004
538.796955148747	736.411908605163	583.715595160019	539.441191546741
141.88319818917	145.272324402259	94.8951629182639	127.054013178674
99.6774367025182	132.481050555519	116.963805457395	107.6728925243
994.080382249438	1267.24977324486	1095.70810206786	889.378092250715
