"IC_1"	"IC_2"	"VC_1"	"VC_2"
190.777390694763	191.333194512661	168.096829265124	176.189439060192
177.684824666691	161.172296855493	103.494910567155	116.319241321292
201.064406859677	154.574600492987	154.253560972702	179.610593216701
419.897296186023	416.597398889636	464.738292674167	436.197154954845
598.517304140433	544.781213932601	444.962195113564	427.644269563574
141.212676445634	186.620554253728	187.213723573707	193.295209842735
143.083043021072	104.620613748302	153.594357720682	157.373091199395
87.9072290456262	62.2068514179095	118.656585363617	124.872126712564
111.286811238612	69.7470758322015	112.723756095436	159.08366827765
312.351218098289	398.689365905693	376.405056903474	304.482719929265
474.13792687375	494.827227187916	557.02674795698	555.937550432646
540.535940301829	489.172058877197	546.479495924658	523.436585945814
146.82377617195	68.804547780415	120.634195119677	126.582703790818
103.805344936856	60.3217953143365	103.494910567155	133.425012103835
165.527441926339	159.28724075192	223.469902434812	253.165407581636
148.694142747389	211.126283600178	191.168943085827	177.900016138447
130.92566028072	147.034376078695	167.437626013104	171.05770782543
113.157177814051	101.793029592943	141.72869918432	152.241359964632
214.156972887749	236.574540998413	230.061934955013	263.428870051162
213.221789600029	213.011339703751	326.305609749947	333.562530259588
144.953409596511	108.390725955448	118.656585363617	140.267320416852
127.184927129842	97.0803893340102	112.723756095436	150.530782886378
393.712164129879	446.758296546804	493.084032511031	513.173123476289
455.434261119361	537.240989518309	564.277983729201	581.596206606461
143.083043021072	73.5171880393476	91.6292520307931	135.135589182089
582.619188249203	623.011042230881	543.842682916578	518.304854711052
100.064611785979	90.4826929715047	104.813317071195	143.688474573361
687.359716473779	754.964969480992	571.529219501422	680.80967714521
447.952794817606	517.447900430792	362.561788611052	355.800032276894
121.573827403526	174.367689580504	123.930211379778	133.425012103835
240.342104943893	344.965266953862	194.464959345928	206.97982646877
471.332377010591	698.413286373802	500.335268283252	497.777929772
365.656665498296	463.723801478962	434.414943081242	403.696190468014
227.249538915821	181.907913994796	233.357951215113	236.059636799093
304.869751796533	242.229709309132	226.765918694913	220.664443094804
187.036657543885	123.471174784032	179.962487801486	167.636553668921
100.999795073698	130.068871146538	100.858097559074	99.2134705387492
174.879274803533	108.390725955448	134.477463412099	123.161549634309
343.21226659303	382.666389025322	320.372780481766	236.059636799093
343.21226659303	451.470936805737	311.803138205505	307.903874085773
741.600347161506	849.217774659643	905.74526827561	886.078926535725
1102.5810962212	1242.25197225462	1320.38411379625	1161.48183613467
150.564509322828	116.873478421527	145.683918696441	229.217328486076
346.952999743907	238.459597101986	347.40011381459	439.618309111354
419.897296186023	383.608917077108	350.69613007469	367.774071824674
272.138336726353	205.471115289459	231.380341459053	246.323099268619
274.943886589512	104.620613748302	114.701365851496	124.872126712564
703.257832365009	1121.60838162594	858.282634130163	826.208728796825
115.962727677209	91.4252210232912	128.544634143918	116.319241321292
118.768277540367	115.93095036974	147.661528452501	164.215399512412
159.916342200022	158.344712700133	242.586796743395	244.612522190364
534.924840575512	707.838566891667	623.60627641101	497.777929772
300.193835357936	259.195214241289	363.880195115092	330.141376103079
735.989247435189	690.87306195951	541.205869908498	564.490435823918
446.082428242167	354.390547471727	443.643788609524	437.9077320331
556.434056193059	681.447781441645	530.658617876176	401.98561338976
201.064406859677	164.942409062639	202.375398370169	232.638482642584
240.342104943893	244.114765412705	259.066878043897	261.718292972907
96.323878635101	120.643590628673	107.450130079275	82.1076997562062
380.619598101807	361.930771886019	396.181154464077	405.406767546268
626.572802772016	614.528289764803	605.148585354447	514.883700554543
241.277288231612	213.011339703751	264.999707312078	299.350988694502
362.851115635138	501.424923550422	402.113983732258	333.562530259588
497.517509066735	491.05711498077	492.424829259011	432.776000798337
512.480441670246	463.723801478962	549.775512184759	494.356775615492
282.425352891267	175.31021763229	303.892699181264	260.007715894653
447.952794817606	360.988243834232	464.738292674167	401.98561338976
216.962522750907	417.539926941423	208.30822763835	225.796174329567
213.221789600029	167.769993217998	224.788308938852	266.85002420767
352.564099470224	344.965266953862	274.887756092379	292.508680381485
209.481056449152	199.81594697874	174.688861785325	258.297138816399
350.693732894785	312.91931319312	386.952308935795	439.618309111354
383.425147964965	447.700824598591	330.260829262067	326.720221946571
412.415829884267	494.827227187916	381.678682919635	330.141376103079
965.109152926449	929.332659061496	849.712991853902	697.915447927753
415.221379747426	412.82728668249	522.088975599915	506.330815163272
1341.05283458966	1617.37813686565	1390.9188617624	1036.6097094221
1288.68257047737	1519.35521947985	1354.00347964927	1016.08278448305
187.036657543885	137.60909556083	225.447512190872	165.925976590667
337.601166866713	480.689306411119	375.745853651454	439.618309111354
62.6572802772016	96.1378612822237	92.2884552828132	133.425012103835
248.758754533368	260.137742293076	334.216048774188	313.035605320536
918.349988540478	1128.20607798845	1007.92177233872	889.500080692234
652.75793482816	606.988065350511	666.454487792316	578.175052449952
663.044950993074	827.539629468553	717.872341449883	605.544285702021
709.804115379045	836.022381934632	736.989235758466	636.334673110598
631.248719210613	583.424864055848	615.036634134748	631.202941875835
188.907024119324	152.689544389414	160.186390240883	183.03174737321
161.786708775461	76.3447721947071	189.850536581787	179.610593216701
705.128198940448	677.677669234499	707.325089417561	706.468333319024
321.703050975483	361.930771886019	471.330325194368	419.091384172302
202.934773435116	286.528527743098	271.591739832279	248.033676346873
798.646527712391	905.769457766833	749.514097546848	761.206799823162
632.183902498333	702.183398580948	670.409707304436	617.518325249801
196.38849042108	238.459597101986	274.887756092379	268.560601285924
121.573827403526	99.9079734893698	156.231170728762	172.768284903684
223.508805764943	181.907913994796	192.487349589868	283.955794990213
227.249538915821	129.126343094751	244.564406499455	283.955794990213
159.916342200022	106.505669851875	112.064552843416	128.293280869072
109.416444663173	130.068871146538	90.310845526753	100.924047617003
185.166290968447	157.402184648347	160.845593492903	186.452901529718
480.684209887786	479.746778359332	466.056699178207	408.827921702777
148.694142747389	180.965385943009	245.882813003495	184.742324451464
590.100654550959	627.723682489814	543.183479664558	533.70004841534
466.656460571994	539.126045621882	562.300373973141	559.358704589155
688.294899761498	635.263906904106	624.26547966303	620.939479406309
